1.903072296	10	1
1.926333771	13.39136014	2
2.502436361	17.39864518	3
3.324975704	15.19911034	4
4.408556802	19.27609702	5
5.002407899	20.254601	6
5.772913751	17.76181901	7
6.996315401	20.76658751	8
7.203482246	24.36944414	9
8.403699241	21.1278149	10
8.755934881	24.86237553	11
10.0181514	27.17104365	12
10.58370829	25.01456121	13
12.26781612	26.39059782	14
13.03350138	27.26123285	15
14.53399038	24.98447706	16
15.13726059	27.10934713	17
15.28786621	29.60291101	18
16.31903001	28.79058574	19
16.89596185	30.85011085	20
16.89978013	34.61431939	21
16.9692383	32.94423225	22
18.14084408	34.71551427	23
18.90469086	35.46362389	24
20.72552125	32.47071033	25
21.82381325	36.31599335	26
22.27318525	38.37951588	27
22.68925583	34.81038651	28
23.9835558	36.40618034	29
25.73827466	37.76955947	30
26.6441526	35.62213948	31
27.10025424	37.18514867	32
28.18810805	38.0659014	33
28.30128731	35.54708618	34
29.12502752	40.29517865	35
29.49412835	41.81356212	36
29.83527568	39.01049424	37
31.64896796	40.21267665	38
32.06955164	42.43507395	39
33.64359036	44.55484272	40
32.49139688	49.00702405	41
33.33490792	51.63652692	42
31.9993021	52.66327101	43
32.49164136	56.76978197	44
31.60400573	59.35183745	45
33.39301567	59.53369521	46
33.10856859	59.7978923	47
33.26151664	61.53597183	48
33.19683916	66.09451521	49
33.75079816	69.67708328	50
32.11592777	74.48492909	48
33.8687592	74.49903364	46
32.41217263	75.19488027	44
34.31384034	79.19045607	42
32.71863548	82.61463633	40
32.9531269	84.52175831	38
32.40873557	84.98077945	36
33.01104509	87.12214914	38
32.80158262	90.77536445	40
32.1544243	93.10717536	42
31.68383032	91.68655185	44
31.23076377	92.88229721	46
30.81327392	95.82366394	48
29.98737166	95.12708261	50
29.74094609	95.30405367	55
27.7533849	97.36593757	60
27.68791534	92.69734932	65
26.93493281	94.35903398	70
25.81256099	98.01215923	75
24.51019062	93.42448008	80
23.56865109	96.6875182	85
21.71031993	100.8501156	86
20.95791785	98.49452783	87
19.8556718	102.9324669	88
19.19242037	107.4870169	89
18.721274	105.6387755	90
18.65573723	109.8066074	91
17.85374363	111.431638	92
17.29570127	110.5491953	93
16.64355215	114.3798745	94
15.03946095	117.6060527	95
13.71767375	114.4543165	90
12.16282626	114.6980256	85
11.44669268	117.7442678	80
10.95055471	114.4821187	75
10.87652316	118.3086494	70
10.33208907	123.2530327	65
9.435067432	122.6654158	60
9.23463553	126.2177434	55
8.670931156	127.29193	50
7.002940657	124.4920357	45
6.190232154	127.5742761	40
5.49498625	130.8521498	35
4.484541036	129.3685908	30
3.926583931	132.2880599	25
3.272018341	133.8524805	20
2.393750308	132.189245	15
0.9442687204	136.0988422	10
0.262229491	139.6040006	5
		
		
		
		
		
		
